Table 78,,,,,
Full-time Law Enforcement Employees,,,,,
"by State by City, 2009",,,,,
State,City,Population,Total law enforcement employees,Total officers,Total civilians
,Batavia,"15,092",32,30,2
,Bath Village,"5,409",14,12,2
,Beacon,"14,545",37,35,2
,Bedford Town,"18,627",43,39,4
,Bethlehem Town,"33,286",57,40,17
,Binghamton,"44,455",145,132,13
,Blooming Grove Town,"12,352",17,15,2
,Bolivar Village,"1,107",1,1,0
,Boonville Village,"2,032",3,3,0
,Briarcliff Manor Village,"8,018",19,19,0
,Brighton Town,"34,275",45,39,6
,Brockport Village,"8,370",13,12,1
,Bronxville Village,"6,513",24,22,2
,Buchanan Village,"2,251",6,6,0
,Buffalo,"268,655",944,796,148
,Cairo Town,"6,524",2,2,0
,Caledonia Village,"2,124",2,2,0
,Cambridge Village,"1,808",4,4,0
,Camillus Town and Village,"23,316",26,24,2
,Canandaigua,"11,145",28,25,3
,Canastota Village,"4,295",8,7,1
,Canisteo Village,"2,209",2,2,0
,Canton Village,"6,090",10,8,2
,Carmel Town,"34,492",42,35,7
,Carthage Village,"3,748",4,4,0
,Catskill Village,"4,193",16,15,1
,Cayuga Heights Village,"3,663",8,6,2
,Cazenovia Village,"2,948",6,6,0
,Centre Island Village,445,5,5,0
,Chatham Village,"1,674",5,4,1
,Cheektowaga Town,"77,772",168,127,41
,Chester Town,"10,047",13,13,0
,Chester Village,"3,584",15,14,1
,Chittenango Village,"4,888",5,4,1
,Cicero Town,"28,354",15,14,1
,Clarkstown Town,"78,899",192,169,23
,Clayton Village,"1,879",3,3,0
,Clifton Springs Village,"2,132",2,2,0
,Clyde Village,"2,082",2,1,1
,Cobleskill Village,"4,601",12,12,0
,Coeymans Town,"7,993",10,6,4
,Cohoes,"14,973",49,36,13
,Colchester Town,"2,030",2,2,0
,Colonie Town,"78,003",152,108,44
,Cooperstown Village,"1,884",8,6,2
,Corning,"10,222",27,23,4
,Cornwall Town,"9,815",16,12,4
,Cortland,"18,404",46,43,3
,Crawford Town,"9,581",14,12,2
,Cuba Town,"3,316",4,4,0
,Dansville Village,"4,448",5,5,0
,Deerpark Town,"8,501",6,6,0
,Delhi Village,"2,846",4,4,0
,Depew Village,"15,173",37,31,6
,Deposit Village,"1,581",2,2,0
,Dewitt Town,"21,451",42,38,4
,Dobbs Ferry Village,"11,187",28,26,2
,Dryden Village,"1,819",7,6,1
,Dunkirk,"11,978",37,36,1
,East Aurora-Aurora Town,"13,451",22,17,5
,Eastchester Town,"18,698",51,46,5
,East Fishkill Town,"29,193",40,32,8
,East Greenbush Town,"17,066",32,24,8
,East Hampton Town,"19,964",90,64,26
,East Hampton Village,"1,400",31,26,5
,East Rochester Village,"6,229",9,8,1
,East Syracuse Village,"2,950",11,10,1
,Eden Town,"7,700",5,4,1
,Ellenville Village,"3,889",11,11,0
,Ellicott Town,"5,219",13,12,1
,Ellicottville,"1,910",2,2,0
,Elmira,"29,090",87,76,11
,Elmira Heights Village,"3,869",9,9,0
,Elmira Town,"5,833",4,4,0
,Elmsford Village,"4,765",18,18,0
,Endicott Village,"12,346",38,35,3
,Evans Town,"16,756",31,24,7
,Fairport Village,"5,444",11,10,1
,Fallsburg Town,"12,385",23,19,4
,Floral Park Village,"15,832",40,33,7
,Florida Village,"2,831",1,1,0
,Fort Plain Village,"2,174",3,3,0
,Frankfort Village,"2,343",4,4,0
,Franklinville Village,"1,688",2,2,0
,Freeport Village,"43,890",101,84,17
,Fulton City,"11,151",37,35,2
,Garden City Village,"22,342",60,48,12
,Gates Town,"28,590",35,29,6
,Geddes Town,"10,367",17,15,2
,Geneseo Village,"7,715",8,8,0
,Geneva,"13,177",42,37,5
,Glen Cove,"26,920",56,52,4
,Glens Falls,"13,828",37,31,6
,Glenville Town,"21,971",36,22,14
,Gloversville,"14,948",32,30,2
,Goshen Town,"8,491",12,11,1
,Goshen Village,"5,573",20,17,3
,Gouverneur Village,"3,986",9,6,3
,Granville Village,"2,530",6,6,0
,Great Neck Estates Village,"2,770",15,12,3
,Greece Town,"93,274",89,82,7
,Greenburgh Town,"43,643",133,116,17
,Greene Village,"1,640",1,1,0
,Green Island Village,"2,565",1,1,0
,Greenwich Village,"1,819",4,4,0
,Greenwood Lake Village,"3,417",9,7,2
,Groton Village,"2,394",2,1,1
,Guilderland Town,"33,161",51,34,17
,Hamburg Town,"44,012",78,61,17
,Hamburg Village,"9,327",15,13,2
,Hamilton Village,"3,818",2,2,0
,Hammondsport Village,731,1,1,0
,Harriman Village,"2,247",7,7,0
,Harrison Town,"26,953",82,72,10
,Hastings-on-Hudson Village,"7,939",20,20,0
,Haverstraw Town,"37,449",77,71,6
,Hempstead Village,"53,996",135,109,26
,Herkimer Village,"6,915",22,21,1
,Highland Falls Village,"3,706",13,9,4
,Hoosick Falls Village,"3,252",6,4,2
,Hornell,"8,454",21,20,1
,Horseheads Village,"6,221",14,13,1
,Hudson,"6,864",30,24,6
,Hudson Falls Village,"6,615",16,13,3
,Hunter Town,"2,690",1,1,0
,Huntington Bay Village,"1,515",6,6,0
,Hyde Park Town,"20,207",15,12,3
,Ilion Village,"7,953",20,18,2
,Irondequoit Town,"49,755",67,55,12
,Irvington Village,"6,669",22,21,1
,Ithaca,"29,862",88,72,16
,Jamestown,"29,204",69,60,9
,Johnson City Village,"14,646",44,40,4
,Johnstown,"8,421",26,25,1
,Kenmore Village,"14,856",26,26,0
,Kensington Village,"1,203",6,6,0
,Kent Town,"14,190",25,20,5
,Kings Point Village,"5,430",24,22,2
,Kingston,"22,333",83,80,3
,Kirkland Town,"8,344",5,5,0
,Lackawanna,"17,435",55,48,7
,Lake Placid Village,"2,763",17,14,3
,Lake Success Village,"2,898",26,23,3
,Lakewood-Busti,"7,355",10,9,1
,Lancaster Town,"23,502",65,50,15
,Larchmont Village,"6,575",25,25,0
,Le Roy Village,"4,109",10,9,1
,Lewisboro Town,"12,530",1,1,0
,Lewiston Town and Village,"16,737",9,9,0
,Liberty Village,"3,844",19,16,3
,Little Falls,"4,833",12,11,1
,Liverpool Village,"2,326",6,5,1
,Lloyd Harbor Village,"3,748",14,13,1
,Lloyd Town,"10,808",13,10,3
,Lockport,"20,461",55,52,3
,Long Beach,"35,722",90,71,19
,Lowville Village,"3,133",6,6,0
,Lyons Village,"3,391",14,12,2
,Macedon Town and Village,"8,845",5,4,1
,Malone Village,"5,764",13,13,0
,Mamaroneck Town,"11,538",41,40,1
,Manlius Town,"24,850",46,38,8
,Marcellus Village,"1,813",1,1,0
,Marlborough Town,"8,301",12,9,3
,Massena Village,"10,470",26,21,5
,Maybrook Village,"4,110",3,3,0
,Mechanicville,"4,839",13,12,1
,Medina Village,"6,007",12,11,1
,Menands Village,"3,783",13,10,3
,Middleport Village,"1,765",3,3,0
,Mohawk Village,"2,451",4,4,0
,Montgomery Town,"8,736",15,14,1
,Monticello Village,"6,487",27,24,3
,Moriah Town,"3,432",2,2,0
,Mount Kisco Village,"10,434",38,34,4
,Mount Morris Village,"2,852",5,5,0
,Mount Pleasant Town,"26,437",54,45,9
,Mount Vernon,"68,677",231,199,32
,Newark Village,"9,033",18,17,1
,Newburgh,"28,071",104,89,15
,Newburgh Town,"31,394",68,56,12
,New Castle Town,"17,750",45,41,4
,New Hartford Town and Village,"19,145",32,21,11
,New Paltz Town and Village,"13,854",27,23,4
,New Rochelle,"74,320",252,188,64
,New Windsor Town,"25,407",55,44,11
,New York,"8,400,907","50,688","35,071","15,617"
,New York Mills Village,"3,303",5,5,0
,Niagara Falls,"50,909",165,145,20
,Niagara Town,"8,344",7,6,1
,Niskayuna Town,"21,920",37,29,8
,Nissequogue Village,"1,611",3,3,0
,North Castle Town,"12,293",39,36,3
,North Greenbush Town,"11,954",19,17,2
,Northport Village,"7,683",19,15,4
,North Syracuse Village,"6,537",14,13,1
,North Tonawanda,"31,012",57,47,10
,Norwich,"6,954",20,19,1
,Ocean Beach Village,148,4,4,0
,Ogdensburg,"10,993",32,27,5
,Ogden Town,"19,377",15,12,3
,Old Brookville Village,"2,330",49,38,11
,Old Westbury Village,"5,430",31,26,5
,Olean,"14,025",39,33,6
,Olive Town,"4,647",1,1,0
,Oneida,"10,695",27,24,3
,Oneonta City,"13,205",30,26,4
,Orangetown Town,"36,108",101,91,10
,Orchard Park Town,"28,626",36,32,4
,Ossining Town,"5,731",16,16,0
,Ossining Village,"23,773",65,57,8
,Oswego City,"17,271",55,47,8
,Owego Village,"3,687",9,8,1
,Oxford Village,"1,529",1,1,0
,Oyster Bay Cove Village,"2,303",10,10,0
,Painted Post Village,"1,772",4,4,0
,Peekskill,"24,711",76,62,14
,Pelham Manor Village,"5,449",28,27,1
,Pelham Village,"6,438",31,28,3
,Penn Yan Village,"5,157",11,10,1
,Perry Village,"3,638",4,4,0
,Piermont Village,"2,562",8,8,0
,Plattsburgh City,"19,457",52,46,6
,Pleasantville Village,"7,142",25,23,2
,Port Chester Village,"28,202",65,62,3
,Port Dickinson Village,"1,584",5,4,1
,Port Jervis,"9,139",33,32,1
,Port Washington,"18,980",73,65,8
,Potsdam Village,"9,877",18,14,4
,Poughkeepsie,"29,599",138,104,34
,Poughkeepsie Town,"43,027",98,86,12
,Pound Ridge Town,"4,960",3,2,1
,Pulaski Village,"2,270",1,1,0
,Quogue Village,"1,172",14,13,1
,Ramapo Town,"76,611",143,119,24
,Red Hook Village,"1,890",2,2,0
,Rensselaer City,"7,906",29,24,5
,Riverhead Town,"36,318",98,83,15
,Rochester,"205,537",934,773,161
,Rockville Centre Village,"24,396",59,49,10
,Rome,"33,543",80,76,4
,Rosendale Town,"6,232",3,2,1
,Rotterdam Town,"30,223",62,44,18
,Rouses Point Village,"2,325",1,1,0
,Rye,"15,070",43,38,5
,Rye Brook Village,"9,672",28,27,1
,Sag Harbor Village,"2,439",13,12,1
,Sands Point Village,"2,929",20,20,0
,Saranac Lake Village,"4,783",13,13,0
,Saratoga Springs,"29,125",78,65,13
,Saugerties Town,"15,844",21,16,5
,Saugerties Village,"3,852",11,10,1
,Scarsdale Village,"17,677",50,45,5
,Schenectady,"61,087",208,160,48
,Schodack Town,"11,533",12,10,2
,Scotia Village,"8,043",14,13,1
,Seneca Falls Village,"6,604",16,13,3
,Shandaken Town,"3,045",4,4,0
,Shelter Island Town,"2,569",10,9,1
,Sherrill,"3,111",3,3,0
,Sidney Village,"3,654",8,8,0
,Silver Creek Village,"2,789",5,5,0
,Skaneateles Village,"2,531",5,5,0
,Sleepy Hollow Village,"10,331",24,24,0
,Sodus Village,"1,598",1,1,0
,Solvay Village,"6,372",14,12,2
,Southampton Town,"53,044",138,98,40
,Southampton Village,"4,363",42,31,11
,South Glens Falls Village,"3,383",6,6,0
,South Nyack Village,"3,361",7,6,1
,Southold Town,"20,552",72,56,16
,Spring Valley Village,"26,340",68,60,8
,St. Johnsville Village,"1,600",2,2,0
,Stony Point Town,"15,229",28,27,1
,Suffern Village,"11,099",31,26,5
,Syracuse,"137,208",571,505,66
,Tarrytown Village,"11,019",40,33,7
,Ticonderoga Town,"4,941",7,7,0
,Tonawanda,"14,683",33,28,5
,Tonawanda Town,"56,203",158,106,52
,Troy,"47,268",140,129,11
,Tuckahoe Village,"6,247",28,25,3
,Tuxedo Park Village,718,6,3,3
,Tuxedo Town,"2,990",15,12,3
,Ulster Town,"12,674",34,30,4
,Utica,"57,831",204,183,21
,Vestal Town,"27,332",41,37,4
,Walden Village,"7,055",17,14,3
,Wallkill Town,"27,760",47,40,7
,Walton Village,"2,823",7,6,1
,Wappingers Falls Village,"5,748",6,3,3
,Warsaw Village,"3,602",5,5,0
,Warwick Town,"20,040",38,31,7
,Washingtonville Village,"6,167",15,13,2
,Waterford Town and Village,"8,534",13,10,3
,Waterloo Village,"4,975",9,8,1
,Watertown,"27,387",69,65,4
,Watervliet,"9,718",30,26,4
,Watkins Glen Village,"2,015",6,6,0
,Waverly Village,"4,272",11,10,1
,Webb Town,"1,933",5,5,0
,Webster Town and Village,"42,179",37,31,6
,Wellsville Village,"4,868",14,10,4
,Westfield Village,"3,349",5,5,0
,Westhampton Beach Village,"2,023",19,16,3
,West Seneca Town,"43,574",78,64,14
,Whitehall Village,"2,557",4,4,0
,White Plains,"57,810",229,215,14
,Whitesboro Village,"3,742",7,7,0
,Whitestown Town,"9,219",7,7,0
,Windham Town,"1,911",2,2,0
,Wolcott Village,"1,585",1,1,0
,Woodbury Town,"10,301",27,22,5
,Woodstock Town,"6,139",14,10,4
,Yonkers,"202,192",695,615,80
,Yorktown Town,"37,955",67,58,9
,Yorkville Village,"2,548",3,3,0
NORTH CAROLINA,Aberdeen,"5,936",28,26,2
,Ahoskie,"4,232",22,17,5
,Albemarle,"15,471",55,49,6
,Andrews,"1,700",6,6,0
,Angier,"4,467",13,12,1
,Apex,"34,766",69,54,15
,Archdale,"9,358",27,21,6
,Asheboro,"24,891",84,77,7
,Asheville,"74,923",263,195,68
,Atlantic Beach,"1,817",22,18,4
,Ayden,"5,041",22,18,4
,Badin,"1,328",5,5,0
,Bailey,685,3,3,0
,Bakersville,349,1,1,0
,Bald Head Island,308,21,10,11
,Banner Elk,905,10,9,1
,Beaufort,"4,236",18,17,1
,Beech Mountain,341,13,9,4
,Belhaven,"2,043",12,8,4
,Belmont,"9,433",41,31,10
,Benson,"3,554",13,12,1
,Beulaville,"1,147",6,5,1
,Biltmore Forest,"1,573",14,12,2
,Biscoe,"1,671",9,8,1
,Black Creek,695,2,2,0
,Black Mountain,"7,915",22,18,4
,Bladenboro,"1,668",6,6,0
,Blowing Rock,"1,497",15,11,4
,Boiling Spring Lakes,"4,920",9,8,1
,Boiling Springs,"3,883",8,8,0
,Boone,"13,995",44,35,9
,Boonville,"1,117",5,5,0
,Brevard,"6,708",28,22,6
,Broadway,"1,167",4,4,0
,Brookford,426,1,1,0
,Bryson City,"1,370",8,7,1
,Bunn,415,2,2,0
,Burgaw,"4,377",11,10,1
,Burlington,"51,440",153,111,42
,Burnsville,"1,639",8,8,0
,Butner,"6,146",50,43,7
,Cameron,304,1,1,0
,Candor,839,5,5,0
,Canton,"3,852",20,14,6
,Cape Carteret,"1,407",7,7,0
,Carolina Beach,"5,955",30,28,2
,Carrboro,"18,213",41,38,3
,Carthage,"2,039",11,10,1
,Cary,"133,757",193,163,30
,Caswell Beach,483,4,4,0
,Catawba,817,3,3,0
,Chadbourn,"2,053",11,10,1
,Chapel Hill,"53,069",130,112,18
,Charlotte-Mecklenburg1,"777,708","2,141","1,635",506
,Cherryville,"5,651",23,18,5
,China Grove,"3,755",13,13,0
,Chocowinity,719,3,3,0
,Claremont,"1,153",9,8,1
,Clayton,"16,952",45,41,4
,Cleveland,841,5,5,0
,Clinton,"8,896",32,29,3
,Clyde,"1,319",4,4,0
,Coats,"2,166",7,7,0
,Columbus,973,5,5,0
,Concord,"67,478",180,154,26
,Conover,"7,348",22,21,1
,Conway,658,1,1,0
,Cooleemee,986,4,4,0
,Cornelius,"26,027",58,42,16
,Cramerton,"3,162",11,11,0
,Creedmoor,"3,859",17,13,4
,Dallas,"3,813",16,12,4
,Davidson,"10,716",19,18,1
,Denton,"1,490",6,6,0
,Dobson,"1,457",5,5,0
,Drexel,"1,877",5,5,0
,Duck,497,8,7,1
,Dunn,"10,115",49,35,14
,Durham,"227,492",608,460,148
,East Bend,665,2,2,0
,East Spencer,"1,795",6,5,1
,Eden,"15,426",52,44,8
,Edenton,"4,964",16,14,2
,Elizabeth City,"20,363",66,53,13
,Elizabethtown,"3,702",15,14,1
,Elkin,"4,104",21,17,4
,Elon,"7,092",16,15,1
,Emerald Isle,"3,659",19,14,5
,Enfield,"2,337",11,10,1
,Erwin,"4,866",10,9,1
,Fair Bluff,"1,137",1,1,0
,Fairmont,"2,734",13,10,3
,Farmville,"4,637",21,16,5
,Fayetteville,"173,995",504,347,157
,Fletcher,"4,770",16,15,1
,Forest City,"7,117",34,32,2
,Four Oaks,"2,100",5,5,0
,Foxfire Village,491,2,2,0
,Franklin,"3,982",19,18,1
,Franklinton,"2,013",8,7,1
,Fremont,"1,427",5,3,2
,Fuquay-Varina,"18,457",34,29,5
,Garner,"28,268",66,61,5
,Garysburg,"1,121",2,2,0
,Gaston,872,2,2,0
,Gastonia,"73,060",205,172,33
,Gibsonville,"4,757",15,14,1
,Glen Alpine,"1,081",3,3,0
,Goldsboro,"37,421",120,103,17
,Graham,"14,684",36,33,3
,Granite Falls,"4,606",16,14,2
,Granite Quarry,"2,278",7,7,0
,Greensboro,"253,191",743,602,141
,Greenville,"81,814",231,182,49
,Grifton,"2,238",6,6,0
,Hamlet,"5,764",23,19,4
,Havelock,"21,691",35,28,7
,Haw River,"2,023",8,8,0
,Henderson,"15,795",62,52,10
,Hendersonville,"12,077",50,38,12
,Hertford,"2,198",8,7,1
,Hickory,"41,718",143,114,29
,Highlands,955,12,12,0
,High Point,"103,675",260,219,41
,Hillsborough,"5,669",31,28,3
,Holden Beach,857,9,9,0
,Holly Ridge,917,9,8,1
,Holly Springs,"22,639",47,36,11
,Hope Mills,"13,442",41,30,11
,Hot Springs,637,1,1,0
,Hudson,"3,042",12,11,1
,Huntersville,"46,695",92,82,10
,Indian Beach,92,4,4,0
,Jackson,638,1,1,0
,Jacksonville,"77,508",139,112,27
,Jefferson,"1,344",3,3,0
,Jonesville,"2,271",11,10,1
,Kannapolis,"43,166",96,75,21
,Kenansville,"1,186",4,4,0
,Kenly,"1,977",9,8,1
,Kernersville,"22,822",87,67,20
,Kill Devil Hills,"6,726",31,25,6
,King,"7,011",22,19,3
,Kings Mountain,"11,275",35,29,6
,Kinston,"22,203",93,84,9
,Kitty Hawk,"3,290",17,15,2
,Knightdale,"8,419",24,23,1
,Kure Beach,"2,658",11,10,1
,Lake Lure,"1,010",11,10,1
,Lake Royale,,6,6,0
,Lake Waccamaw,"1,449",5,5,0
,Landis,"3,133",9,8,1
,Laurel Park,"2,178",7,7,0
,Laurinburg,"15,506",42,36,6
,Leland,"5,216",33,30,3
,Lenoir,"17,869",69,54,15
,Lexington,"20,450",75,67,8
,Liberty,"2,739",11,10,1
,Lilesville,420,1,1,0
,Lillington,"3,327",13,12,1
,Lincolnton,"10,944",36,31,5
,Littleton,641,5,5,0
,Locust,"2,649",12,11,1
,Long View,"4,967",14,14,0
,Louisburg,"3,856",14,13,1
,Lowell,"2,807",9,9,0
,Lumberton,"22,111",89,78,11
,Madison,"2,255",14,13,1
,Maggie Valley,814,9,8,1
,Maiden,"3,523",14,13,1
,Manteo,"1,331",8,7,1
,Marion,"5,168",27,22,5
,Marshall,831,3,3,0
,Mars Hill,"1,773",5,5,0
,Marshville,"3,317",8,8,0
,Matthews,"27,359",69,57,12
,Maxton,"2,699",14,9,5
,Mayodan,"2,595",16,13,3
,Maysville,955,3,3,0
,McAdenville,669,2,2,0
,Mebane,"11,024",27,20,7
,Middlesex,860,4,4,0
,Mint Hill,"20,740",30,28,2
,Misenheimer,683,5,5,0
,Mocksville,"4,686",23,22,1
,Monroe,"33,178",99,85,14
,Montreat,704,5,5,0
,Mooresville,"22,247",75,58,17
,Morehead City,"9,715",48,38,10
,Morganton,"17,169",97,63,34
,Morrisville,"15,207",34,32,2
,Mount Airy,"9,487",51,38,13
,Mount Gilead,"1,396",7,7,0
,Mount Holly,"10,130",35,29,6
,Mount Olive,"4,371",17,16,1
,Murfreesboro,"2,372",14,9,5
,Murphy,"1,558",11,8,3
,Nags Head,"3,051",21,19,2
,Nashville,"4,551",13,12,1
,Navassa,"1,908",4,4,0
,New Bern,"29,251",133,87,46
,Newland,650,5,5,0
,Newport,"4,419",10,10,0
,Newton,"13,449",43,34,9
,Newton Grove,633,3,3,0
,Norlina,"1,010",6,6,0
,North Topsail Beach,969,12,11,1
,North Wilkesboro,"4,158",27,23,4
,Norwood,"2,403",7,6,1
,Oakboro,"1,165",5,5,0
,Oak Island,"8,375",32,25,7
,Ocean Isle Beach,539,13,13,0
,Old Fort,959,5,4,1
,Oxford,"8,667",39,32,7
,Pembroke,"2,763",19,14,5
,Pikeville,703,3,3,0
,Pilot Mountain,"1,271",9,8,1
,Pinebluff,"1,422",4,4,0
,Pinehurst,"12,649",29,25,4
,Pine Knoll Shores,"1,550",9,8,1
,Pine Level,"1,805",5,5,0
,Pinetops,"1,251",10,7,3
,Pineville,"6,878",47,36,11
,Pink Hill,526,2,2,0
,Pittsboro,"2,664",13,13,0
,Plymouth,"3,834",10,10,0
,Princeton,"1,310",4,4,0
,Raeford,"3,534",17,15,2
,Raleigh,"406,005",858,704,154
,Ramseur,"1,769",6,6,0
,Randleman,"3,696",14,14,0
,Ranlo,"2,353",7,7,0
,Red Springs,"3,530",20,15,5
,Reidsville,"14,899",58,49,9
,Richlands,934,6,6,0
,Rich Square,862,2,2,0
,River Bend,"3,148",5,5,0
,Roanoke Rapids,"16,339",41,37,4
,Robbins,"1,228",5,5,0
,Robersonville,"1,535",7,7,0
,Rockingham,"8,810",37,32,5
,Rockwell,"2,017",5,5,0
,Rocky Mount,"57,121",203,150,53
,Rolesville,"3,220",11,10,1
,Rose Hill,"1,418",4,4,0
,Rowland,"1,160",7,6,1
,Roxboro,"8,663",34,30,4
,Rutherfordton,"4,031",15,15,0
,Salisbury,"29,008",105,87,18
,Saluda,579,3,3,0
,Sanford,"30,020",97,83,14
,Scotland Neck,"2,150",9,8,1
,Selma,"7,049",25,23,2
,Seven Devils,174,5,5,0
,Shallotte,"2,218",14,13,1
,Sharpsburg,"2,403",9,9,0
,Shelby,"21,515",85,71,14
,Siler City,"8,744",26,21,5
,Smithfield,"13,199",43,39,4
,Southern Pines,"12,865",37,28,9
,Southern Shores,"2,631",10,9,1
,Southport,"3,165",12,11,1
,Sparta,"1,770",6,6,0
,Spencer,"3,394",13,12,1
,Spindale,"3,863",11,11,0
,Spring Hope,"1,291",5,5,0
,Spring Lake,"8,112",13,10,3
,Spruce Pine,"1,975",12,12,0
,Stallings,"9,186",23,21,2
,Stanfield,"1,112",4,4,0
,Stanley,"3,201",12,8,4
,Stantonsburg,705,3,3,0
,Star,791,4,4,0
,Statesville,"26,763",96,75,21
,Stoneville,971,4,4,0
,St. Pauls,"2,044",17,13,4
,Sugar Mountain,211,5,5,0
,Sunset Beach,"2,663",12,12,0
,Surf City,"2,132",18,17,1
,Swansboro,"1,988",9,9,0
,Sylva,"2,437",14,13,1
,Tabor City,"2,764",10,9,1
,Tarboro,"10,155",35,28,7
,Taylorsville,"1,858",11,11,0
,Taylortown,886,2,2,0
,Thomasville,"26,759",72,65,7
,Topsail Beach,594,7,6,1
,Trent Woods,"3,960",5,5,0
,Troutman,"1,841",13,13,0
,Troy,"3,403",12,11,1
,Tryon,"1,702",10,8,2
,Valdese,"4,542",13,12,1
,Vanceboro,844,1,1,0
,Vass,803,3,3,0
,Wadesboro,"5,026",30,25,5
,Wagram,772,2,2,0
,Wake Forest,"29,368",64,54,10
,Wallace,"3,619",16,13,3
,Walnut Cove,"1,611",7,7,0
,Walnut Creek,855,2,2,0
,Warrenton,832,6,5,1
,Warsaw,"3,192",13,11,2
,Washington,"10,157",48,38,10
,Waxhaw,"3,808",17,16,1
,Waynesville,"9,915",42,34,8
,Weaverville,"3,102",14,13,1
,Weldon,"1,656",9,9,0
,Wendell,"5,414",17,15,2
,West Jefferson,"1,118",7,7,0
,Whispering Pines,"2,157",8,7,1
,Whitakers,770,2,2,0
,White Lake,515,6,6,0
,Whiteville,"5,242",29,25,4
,Wilkesboro,"3,134",21,19,2
,Williamston,"5,323",21,19,2
,Wilmington,"101,438",308,255,53
,Wilson,"48,807",136,115,21
,Wilson's Mills,"1,634",3,3,0
,Windsor,"3,093",9,9,0
,Wingate,"4,097",7,7,0
,Winston-Salem,"230,978",672,519,153
,Winterville,"4,812",20,18,2
,Woodfin,"5,750",16,15,1
,Woodland,760,1,1,0
,Wrightsville Beach,"2,654",25,23,2
,Yadkinville,"2,865",13,12,1
,Youngsville,786,9,8,1
,Zebulon,"4,809",23,22,1
NORTH DAKOTA,Beulah,"2,834",6,5,1
,Bismarck,"60,923",122,94,28
,Bowman,"1,491",3,3,0
,Burlington,990,2,2,0
,Cando,989,2,2,0
,Carrington,"2,052",4,4,0
,Cavalier,"1,301",4,4,0
,Crosby,939,2,2,0
,Devils Lake,"6,654",18,16,2
,Dickinson,"16,043",46,31,15
,Elgin,532,1,1,0
,Ellendale,"1,446",2,2,0
,Emerado,473,1,1,0
,Fargo,"93,830",151,133,18
,Fessenden,488,1,1,0
,Grafton,"3,924",11,10,1
,Grand Forks,"51,553",98,82,16
,Harvey,"1,583",4,4,0
,Hazen,"2,181",4,4,0
,Hillsboro,"1,459",2,2,0
,Jamestown,"14,535",33,29,4
,Lamoure,788,1,1,0
,Larimore,"1,300",2,2,0
,Lincoln,"2,875",3,3,0
,Linton,987,2,2,0
,Lisbon,"2,170",3,3,0
,Mandan,"18,244",36,27,9
,Mayville,"1,751",3,3,0
,Minot,"35,293",84,60,24
,Napoleon,705,1,1,0
,Northwood,924,2,2,0
,Oakes,"1,740",4,4,0
,Powers Lake,238,1,1,0
,Rolla,"1,420",4,4,0
,Rugby,"2,538",4,4,0
,South Heart,297,1,1,0
,Stanley,"1,212",3,3,0
,Steele,639,1,1,0
,St. John,354,1,1,0
,Thompson,954,1,1,0
,Valley City,"6,172",19,13,6
,Wahpeton,"7,484",16,14,2
,Watford City,"1,382",5,5,0
,West Fargo,"24,862",43,33,10
,Williston,"12,662",31,23,8
,Wishek,853,2,2,0
OHIO,Aberdeen,"1,499",5,4,1
,Ada,"6,109",10,7,3
,Addyston,991,1,1,0
,Akron,"206,497",506,460,46
,Alliance,"22,402",54,41,13
,Amberley Village,"3,573",22,18,4
,Amelia,"3,648",7,6,1
,Amherst,"11,718",26,20,6
,Arcanum,"1,953",3,3,0
,Archbold,"4,450",8,8,0
,Arlington Heights,830,3,3,0
,Ashland,"21,916",34,27,7
,Ashtabula,"19,557",34,29,5
,Ashville,"3,300",9,9,0
,Athens,"22,173",33,26,7
,Aurora,"14,651",35,27,8
,Austintown,"34,821",48,39,9
,Avon Lake,"24,723",34,29,5
,Bainbridge Township,"11,175",27,19,8
,Barberton,"26,436",55,42,13
,Barnesville,"4,024",8,6,2
,Batavia,"1,757",4,4,0
,"Bath Township, Summit County","10,247",27,20,7
,Bay Village,"14,454",28,24,4
,Bazetta Township,"5,951",6,6,0
